store_id,product_id,city_name,company_name,branch_name,product_name,day_1_forecast,day_2_forecast,day_3_forecast,day_4_forecast,day_5_forecast,day_6_forecast,day_7_forecast
0,345,1,0,0,156,23.436174,34.55518,37.36761,43.003838,43.49937,42.61328,37.589294
0,370,1,0,0,170,20.950783,28.920172,34.670074,42.142315,43.853146,41.888317,37.930088
0,379,1,0,0,173,20.744621,34.1071,40.05698,45.590847,44.404667,44.4429,45.58533
0,411,1,0,0,192,20.878904,26.42705,30.6511,35.98629,36.951706,36.284595,33.83893
0,419,1,0,0,196,19.275318,26.819181,32.420467,36.5255,36.07356,35.07416,32.37513
0,439,1,0,0,206,19.895317,32.836807,36.476574,42.689182,42.755493,40.70906,37.604065
0,486,1,0,0,230,16.634975,30.506342,35.500015,43.063213,43.108887,40.465595,35.425594
0,489,1,0,0,232,21.612377,34.90378,37.865616,43.78843,42.654858,41.77942,37.97939
0,496,1,0,0,235,20.549692,32.936092,37.3503,43.294994,42.032394,41.156948,37.522217
0,500,1,0,0,240,20.608637,27.872036,32.51838,36.624584,35.91388,34.71725,32.132843
0,548,1,0,0,264,26.199577,37.21923,42.663746,44.296135,42.984547,42.09578,38.351177
0,554,1,0,0,268,20.598303,28.747444,33.7811,38.113316,37.397552,36.14367,32.53682
0,567,1,0,0,274,18.408882,24.892277,32.8012,35.035404,34.27588,32.971184,29.053535
0,578,1,0,0,278,17.613356,22.12599,33.68956,37.64314,37.280106,35.443314,32.41219
0,580,1,0,0,281,18.808666,27.145325,34.91207,39.223568,38.687283,37.01929,34.21454
0,596,1,0,0,287,22.15638,33.662502,38.172596,44.296135,42.984547,42.09578,38.351177
0,600,1,0,0,292,23.060993,33.393528,35.520687,38.55125,36.491077,36.123646,35.73725
0,631,1,0,0,307,24.09023,37.837048,43.55972,45.129124,42.703365,42.420074,40.87497
0,633,1,0,0,309,21.370106,34.577354,38.543224,41.452858,40.02318,38.688717,38.238354
0,635,1,0,0,311,15.304971,21.544058,32.05208,36.335148,39.384525,38.770523,34.848717
0,638,1,0,0,313,13.35858,19.26025,32.626804,37.70877,39.283813,38.362984,34.26386
0,644,1,0,0,316,18.635513,22.618834,31.95618,37.706455,37.25926,36.093998,31.876509
0,672,1,0,0,335,17.607931,27.770363,38.173306,44.518414,42.54286,41.2594,38.960693
0,686,1,0,0,344,16.62178,23.679415,34.359013,42.90168,43.27237,41.07454,37.145412
0,691,1,0,0,348,16.464487,21.988388,30.559128,33.922688,36.776894,36.45444,31.953918
0,699,1,0,0,352,13.540991,15.422085,27.579842,35.28653,37.195415,36.49308,32.41219
0,712,1,0,0,362,11.7003975,15.551665,23.670168,32.640503,32.222633,36.406704,33.65376
0,719,1,0,0,366,13.374848,14.921053,24.089157,37.006824,40.70517,39.79783,34.2242
0,740,1,0,0,376,14.092728,16.471754,29.59664,37.49724,44.135643,43.25053,38.351177
0,764,1,0,0,385,12.141238,14.211729,23.617296,34.574318,33.276714,34.870216,30.866182
0,769,1,0,0,388,13.342037,16.786572,25.442284,32.803207,34.47199,34.436054,30.341116
0,775,1,0,0,393,9.318571,17.775763,24.705046,36.88021,44.06954,43.25053,38.351177
0,783,1,0,0,396,7.2168684,14.346762,17.220558,28.24392,31.71081,36.202335,33.88999
0,796,1,0,0,401,8.813317,13.177168,18.182552,30.641354,36.626884,43.25053,39.634552
0,806,1,0,0,408,8.006226,11.254826,21.769173,31.36264,36.626884,43.25053,39.634552
0,810,1,0,0,410,12.003622,13.873989,17.609676,31.107,31.831566,37.116688,33.770386
0,834,1,0,0,425,7.7763987,8.744261,19.41588,21.82411,36.351795,37.256664,38.53857
0,843,1,0,0,429,10.227855,11.64608,19.34473,29.721031,31.95105,36.60225,33.91774
1,4,1,1,1,186,7.904858,14.595891,20.205873,36.97279,36.803833,39.780285,37.631855
1,6,1,1,1,290,9.772796,10.998353,18.777845,37.422123,41.22379,44.961372,38.10695
1,7,1,1,1,353,7.4016595,12.1413145,19.379911,40.29806,45.673565,47.844097,44.552883
1,9,1,1,1,442,7.12844,13.736307,18.402815,36.011086,39.836884,46.43612,41.1458
1,16,1,1,1,44,6.409298,12.016131,21.400707,36.716114,49.56975,57.79312,48.987267
1,17,1,1,1,47,3.1367152,7.4977508,11.370771,20.92983,35.398815,50.876564,52.784176
1,18,1,1,1,49,3.0624971,7.067175,10.544928,18.032984,26.277544,47.799446,52.719826
1,19,1,1,1,53,2.492449,3.7834249,3.8991706,6.1612,16.949522,22.638176,39.180748
1,23,1,1,1,87,3.600798,4.5132957,5.0542684,9.319062,15.456231,24.18375,35.706764
1,26,1,1,1,106,2.698012,4.4583783,0.07521729,4.261579,3.4010372,6.9194884,10.631388
1,27,1,1,1,111,3.332492,6.951851,5.974323,12.254566,18.034365,29.984848,29.631933
1,38,1,1,1,174,4.7513967,6.306535,11.99342,19.97946,36.46328,41.35684,42.409237
1,58,1,1,1,280,5.838269,10.593298,13.837502,22.072905,34.127296,38.361023,37.30208
1,60,1,1,1,291,6.240488,10.209974,15.092741,22.234312,35.796,40.008213,41.1458
1,62,1,1,1,299,7.759985,10.788162,8.882791,14.518117,24.801338,30.384682,28.602703
1,63,1,1,1,305,6.050092,10.573639,13.292507,21.602503,34.995914,36.864784,38.324112
1,70,1,1,1,354,7.0587277,10.552288,11.456015,20.76062,33.26749,33.475403,36.62261
1,74,1,1,1,375,5.7537794,10.017305,14.5744915,24.168505,38.17342,42.30472,40.749176
1,76,1,1,1,382,4.7089143,5.383868,14.5570965,18.612175,34.515987,40.178314,38.10695
1,79,1,1,1,398,6.0999765,10.285787,9.1624365,15.644848,21.71586,30.900282,29.335083
1,90,1,1,1,443,6.580776,12.934908,9.396024,23.268263,34.538414,34.290836,36.000423
1,94,1,1,1,446,6.926801,12.795882,10.530685,23.271519,35.09592,33.734947,33.28351
1,99,1,1,1,448,5.3438354,9.1955805,8.495712,17.309208,23.975082,32.91275,30.940674
1,104,1,1,1,4,3.9863222,4.4477577,5.6966558,14.794167,20.8383,36.69764,37.74609
1,108,1,1,1,5,3.9790027,3.9792783,5.617691,17.539362,20.134869,37.20117,37.74609
1,110,1,1,1,8,3.721707,3.4749885,6.138077,17.41557,22.068176,37.8442,36.36526
1,114,1,1,1,12,4.0087247,3.5635889,6.4210553,16.253246,20.962599,40.595818,42.43635
1,117,1,1,1,15,4.6059766,4.8956137,6.5213585,19.646152,25.660156,47.581715,50.98254
1,118,1,1,1,16,4.3561587,2.657416,3.7331522,4.9569263,12.20493,22.49546,35.224365
1,121,1,1,1,20,3.8932695,3.4959302,6.782538,14.08912,24.211464,40.24503,40.76553
1,122,1,1,1,21,4.101678,4.2802825,5.6742783,15.307653,23.34626,37.77603,36.83813
1,127,1,1,1,22,3.5863135,4.647981,6.3631086,14.770372,21.053333,38.253513,39.342182
1,133,1,1,1,27,4.012875,4.734256,6.2522774,18.100687,29.166487,47.52904,50.83452
1,136,1,1,1,29,4.6721306,6.475789,16.245234,24.708658,41.55721,51.597736,49.827415
1,138,1,1,1,30,4.0615025,5.579948,13.34898,24.890917,37.234653,47.88676,48.087532
1,140,1,1,1,32,5.2247977,8.250042,16.185316,22.128668,40.692898,51.764965,52.48731
1,151,1,1,1,41,4.961191,9.043739,17.909874,30.50997,53.578983,64.49889,56.82015
1,166,1,1,1,45,4.269477,5.2133007,12.133607,21.7956,38.110794,51.44398,52.71673
1,190,1,1,1,54,4.492558,4.5783186,8.971021,21.127462,38.335476,56.955612,55.632153
1,194,1,1,1,58,4.7742586,5.62623,16.395401,24.380474,45.39517,56.84848,55.594666
1,200,1,1,1,62,5.108315,9.886267,19.415377,28.186773,51.299026,65.298256,54.125908
1,201,1,1,1,63,4.77381,6.9101095,15.479584,22.79733,44.678535,56.131847,55.17246
1,207,1,1,1,65,4.7067404,8.156664,15.999883,22.695122,41.04675,51.110664,48.73133
1,213,1,1,1,71,4.765196,7.7305517,18.930685,27.40422,51.405205,65.42225,54.133442
1,214,1,1,1,72,5.614875,13.420617,22.951761,40.11871,57.696693,69.20499,53.54777
1,215,1,1,1,73,4.9049478,11.607886,23.46719,40.457375,57.372623,68.88093,53.454746
1,216,1,1,1,74,5.378866,14.157064,22.408686,43.291725,54.05915,62.31618,51.04375
1,219,1,1,1,77,6.347175,12.515063,24.378254,41.982845,50.601833,59.770374,49.10623
1,220,1,1,1,78,5.590171,13.7020645,21.410112,38.139965,53.143826,62.276787,50.015583
1,247,1,1,1,96,6.9787426,10.606183,18.390787,23.235762,38.383713,39.969917,46.91822
1,249,1,1,1,97,6.2906713,12.128132,18.612179,33.1106,40.352158,48.023342,40.144165
1,250,1,1,1,99,6.8994274,13.489785,17.808008,31.883799,39.723343,46.81182,41.033325
1,258,1,1,1,104,7.3841505,14.037202,17.417562,32.00136,39.55286,46.641335,40.693375
1,259,1,1,1,105,6.4399867,12.576922,17.86545,32.895348,40.161484,47.309807,37.606457
1,285,1,1,1,120,7.038281,14.290296,14.768074,17.484066,30.591373,32.00951,33.132626
1,290,1,1,1,124,6.254873,13.597964,17.095385,31.847267,37.99542,43.641514,37.70893
1,291,1,1,1,125,6.264866,13.429618,16.879133,31.36202,36.60618,43.73321,38.11963
1,292,1,1,1,126,7.0840125,15.393578,15.571718,32.169537,37.468678,45.06898,39.59141
1,293,1,1,1,127,7.481428,13.811675,17.085943,34.393456,39.679245,45.325344,37.803135
1,295,1,1,1,129,6.7102127,15.362489,18.251251,34.423428,39.06818,46.66848,39.99893
1,296,1,1,1,130,7.2225466,15.719772,18.050135,34.652985,39.20224,46.739933,40.527203
1,300,1,1,1,133,6.309178,15.19768,18.50898,34.28849,38.927288,46.589596,40.3833
1,304,1,1,1,136,5.089303,9.283466,20.437258,23.70845,36.34367,39.214752,39.90538
1,321,1,1,1,147,6.1763225,9.922496,21.104555,34.831264,37.449604,40.404015,36.993057
1,345,1,1,1,156,8.038652,16.204426,22.634298,42.136253,41.752445,48.62142,41.365364
1,362,1,1,1,164,6.289688,12.318499,21.42598,36.556625,38.23621,42.83386,39.980434
1,366,1,1,1,166,6.412995,13.728049,23.056288,40.244617,41.079147,47.957527,40.872005
1,368,1,1,1,167,5.3832,12.821085,22.00207,35.688946,36.65223,41.998158,37.566555
1,370,1,1,1,170,6.2394247,13.656343,23.281878,40.358906,41.193436,48.071815,40.919697
1,373,1,1,1,171,6.6342435,14.392178,22.622269,40.385284,41.219814,48.098194,40.774776
1,374,1,1,1,172,7.008652,16.822157,21.958145,41.45486,41.534893,48.413273,41.04244
1,379,1,1,1,173,7.944525,14.74166,22.403208,42.349243,43.34111,47.285946,43.19908
1,381,1,1,1,176,9.158049,16.469728,25.528534,39.556416,40.892086,47.257957,40.343555
1,411,1,1,1,192,11.203725,19.773186,24.21404,35.68703,35.18925,40.57286,37.457794
1,415,1,1,1,193,10.560333,18.487192,24.326843,40.489773,42.109756,43.464237,41.454857
1,422,1,1,1,197,8.4854765,16.438757,24.16302,39.54409,40.92447,47.366627,40.254528
1,424,1,1,1,198,9.0482855,18.991667,24.82529,36.701836,39.40455,45.846706,38.615963
1,439,1,1,1,206,10.495912,20.10464,23.77434,33.672016,35.656975,37.394035,37.729218
1,452,1,1,1,213,11.047425,20.749979,33.428463,37.552757,39.817318,40.24074,34.16324
1,470,1,1,1,222,10.913869,21.6728,35.967854,45.98282,49.44954,48.17886,50.278404
1,486,1,1,1,230,9.790979,19.149181,21.76555,36.794056,37.405766,44.40034,37.743183
1,487,1,1,1,231,12.150136,17.603827,19.343292,33.87347,33.806248,39.5521,35.977375
1,489,1,1,1,232,10.569326,18.687984,23.182138,37.67834,40.648117,43.796158,36.30588
1,496,1,1,1,235,8.49326,16.493544,20.295086,37.525826,39.391426,45.40641,40.17996
1,499,1,1,1,237,8.79431,16.462337,19.029219,36.26821,38.35688,44.926235,36.517426
1,500,1,1,1,240,3.4849288,5.9851217,8.279476,11.309943,18.13733,29.473131,29.865992
1,554,1,1,1,268,7.874577,12.15446,9.692581,18.68596,31.814117,34.601383,32.16422
1,556,1,1,1,269,6.627751,9.354003,13.497241,21.839212,35.77033,38.856564,39.37649
1,563,1,1,1,273,6.515503,8.162506,13.865166,16.826141,37.31864,43.70207,51.004078
1,578,1,1,1,278,5.862774,8.9027,11.768593,12.949357,26.946163,35.82322,34.317753
1,592,1,1,1,286,6.6226544,8.555586,14.076635,19.940685,33.06462,37.639523,39.668076
1,596,1,1,1,287,5.5120077,10.860668,13.261377,21.310614,36.280617,40.008213,41.1458
1,622,1,1,1,302,5.7901864,10.369662,13.253332,20.935085,35.559326,40.008213,41.1458
1,627,1,1,1,303,5.2983766,9.081138,12.85789,14.576668,25.50605,37.20917,35.35042
1,628,1,1,1,304,4.874913,12.296704,9.974489,11.084613,24.878073,31.19051,30.677124
1,631,1,1,1,307,5.05111,7.889361,10.866107,10.338941,20.302048,34.441032,34.76255
1,633,1,1,1,309,5.329879,10.416623,11.803807,18.238605,32.629555,36.702168,36.262497
1,634,1,1,1,310,5.169843,8.4339285,10.038412,11.374007,20.75876,33.926094,32.19615
1,635,1,1,1,311,5.1017513,7.967431,12.892566,19.602825,32.406002,34.60048,36.599056
1,636,1,1,1,312,5.4812317,8.826781,6.546087,11.248642,22.395039,36.034378,34.76255
1,638,1,1,1,313,5.4793286,9.896154,10.968802,23.416012,36.97238,37.983288,39.970028
1,644,1,1,1,316,7.70458,13.382392,12.653735,27.489874,32.169853,34.749287,34.918797
1,653,1,1,1,320,5.7133036,11.123304,10.122094,19.656502,34.432617,39.201675,37.644848
1,663,1,1,1,328,4.598773,4.954405,11.755929,10.206397,22.339727,36.572662,34.644035
1,670,1,1,1,334,4.4127464,5.99922,12.116815,13.099995,26.870295,35.09221,33.626087
1,686,1,1,1,344,4.394874,5.7819586,13.239157,18.318546,32.135124,35.864376,37.584667
1,691,1,1,1,348,6.300533,11.0702715,10.573165,22.657427,32.984238,33.752525,35.632065
1,706,1,1,1,358,4.677318,4.4531007,9.941776,11.688918,21.961952,35.982147,34.06487
1,711,1,1,1,361,4.8467455,5.7119846,13.833979,19.338835,33.924324,40.008213,41.1458
1,717,1,1,1,365,4.641755,6.6627727,12.623328,18.336182,33.08216,34.555172,34.112118
1,719,1,1,1,366,4.7265816,6.0085855,13.687716,17.84228,31.867796,38.630386,37.29672
1,738,1,1,1,374,5.2602744,8.436466,7.5480494,9.236435,18.097872,31.01017,28.987705
1,740,1,1,1,376,4.7879133,5.2264075,12.162309,13.352324,25.517902,37.20917,35.35042
1,764,1,1,1,385,4.3360667,5.330301,13.199476,16.339287,24.057627,34.952877,34.978745
1,765,1,1,1,386,4.6247706,5.8797874,14.287198,16.886974,31.8525,37.627163,37.30208
1,768,1,1,1,387,8.246926,14.135842,13.541084,27.070433,33.12724,34.714417,35.333286
1,769,1,1,1,388,5.578342,8.755511,6.4930863,9.724115,18.372608,30.970053,30.166687
1,775,1,1,1,393,5.213444,5.1436715,11.219669,9.321972,20.834894,34.81684,33.357918
1,783,1,1,1,396,5.160322,7.6992526,14.157604,18.452824,32.406002,34.60048,36.599056
1,793,1,1,1,400,4.6022334,6.649006,13.576338,17.578922,32.530376,36.660217,36.198116
1,796,1,1,1,401,4.667547,6.0220027,13.526224,18.106499,33.147953,39.011818,41.1458
1,806,1,1,1,408,4.576972,5.7330155,13.829051,18.106499,33.147953,39.011818,41.1458
1,810,1,1,1,410,4.619402,5.8801227,13.829051,18.106499,33.147953,39.011818,41.1458
1,816,1,1,1,412,4.8700476,4.897413,10.433395,10.295074,20.543978,34.441032,34.76255
1,822,1,1,1,417,6.2502885,7.9117894,9.5486145,12.76798,26.401958,31.765587,30.864714
1,829,1,1,1,421,5.204103,7.451616,14.452266,23.26965,41.883636,42.34293,48.635437
1,830,1,1,1,423,5.046744,7.2157636,14.25664,17.555178,32.106514,37.428753,39.668076
1,834,1,1,1,425,5.9453807,8.166517,13.809086,21.170223,35.72652,41.190517,40.292656
1,841,1,1,1,428,5.046372,6.8966904,14.010483,18.35708,37.323936,43.70207,51.004078
1,843,1,1,1,429,5.253204,6.8864794,15.183498,18.642138,33.924324,40.008213,41.1458
1,847,1,1,1,431,4.9771295,5.9328675,11.934502,11.4904585,25.078299,42.368595,46.965813
1,858,1,1,1,437,6.907371,10.004183,8.043094,16.975245,23.69395,32.87435,31.8709
2,4,1,22,22,186,2.6149755,4.066416,5.4592643,10.558664,15.674318,25.276985,49.76223
2,6,1,22,22,290,4.580798,3.7612982,4.918478,9.751608,5.65061,12.482299,17.886744
2,11,1,22,22,7,3.430929,4.0830564,4.369231,3.0982845,8.760141,14.458291,18.246023
2,12,1,22,22,18,3.6964889,3.2104278,5.4690385,8.5233555,15.724278,23.607168,28.605247
2,16,1,22,22,44,3.1915162,6.306485,7.697623,11.902497,21.466629,37.51601,58.223507
2,19,1,22,22,53,2.37116,4.0094132,4.1924934,5.6656094,19.166466,28.740978,49.97848
2,21,1,22,22,67,2.790256,3.8951473,3.7317262,5.494848,17.506592,27.806316,55.482086
2,23,1,22,22,87,3.9168098,4.564982,5.6845746,14.531359,20.117102,28.944433,56.850082
2,26,1,22,22,106,2.4402854,3.4228182,3.492426,4.6800737,7.1728563,16.352676,15.448007
2,27,1,22,22,111,2.695412,4.8332253,6.3750167,12.922354,18.614887,27.960953,54.011837
2,41,1,22,22,191,3.1730487,7.6421123,9.446526,12.249082,20.059477,28.905697,53.697212
2,58,1,22,22,280,3.9805496,7.0288715,10.182772,7.985681,16.54265,25.351068,45.685074
2,70,1,22,22,354,4.207756,4.496247,5.8513603,12.248415,13.818829,20.523262,27.51872
2,76,1,22,22,382,3.9604218,5.184143,9.722272,9.740647,14.853115,21.427063,46.62708
2,77,1,22,22,389,4.7567806,5.780692,11.546324,8.147999,20.257622,31.984816,60.052685
2,93,1,22,22,445,4.73997,5.0954533,10.522794,6.7550673,15.37479,17.99285,23.921494
2,104,1,22,22,4,3.069027,3.7550402,3.6927476,4.785276,10.90453,19.79516,25.451532
2,115,1,22,22,13,3.1872988,4.363226,0.8686187,6.1726484,14.5574,24.308792,32.653603
2,118,1,22,22,16,3.0314405,4.586005,0.6061354,5.9763293,14.904218,22.93466,26.778843
2,122,1,22,22,21,3.0568254,7.1448803,10.502161,15.952002,24.410418,58.8056,61.903942
2,127,1,22,22,22,2.7626739,3.3012915,6.109273,8.776251,15.639186,24.825697,49.697937
2,129,1,22,22,24,3.1303494,5.2262607,8.311228,20.314075,27.301004,57.469345,61.97374
2,135,1,22,22,28,3.0994344,4.3764668,3.85494,8.556213,19.45651,26.796528,49.901157
2,136,1,22,22,29,3.8688314,4.1211314,6.4006233,13.185587,24.310791,40.171177,58.438843
2,140,1,22,22,32,4.5833373,5.326527,12.235595,19.753223,30.506203,59.720364,61.515476
2,145,1,22,22,35,3.465794,4.8510017,5.9759,15.962599,21.899324,35.810207,54.257168
2,150,1,22,22,40,3.7248492,3.7141614,6.2300014,16.07402,21.747957,36.353237,54.23069
2,181,1,22,22,50,3.3406305,6.100886,10.263874,15.974682,24.3131,53.600048,62.061863
2,193,1,22,22,57,4.2873387,4.032284,7.3189125,14.292187,24.818907,45.152622,63.26597
2,194,1,22,22,58,4.4878373,3.5225425,8.865422,20.296284,28.105696,63.194134,68.32624
2,200,1,22,22,62,3.889764,5.148773,10.985681,22.342361,36.111645,68.79306,68.37716
2,201,1,22,22,63,4.4482074,2.7559702,7.488273,14.3212385,26.706127,47.09558,60.74195
2,207,1,22,22,65,2.569021,5.5899763,8.712805,16.003366,22.047527,39.89273,57.489426
2,212,1,22,22,70,3.8078687,2.4652402,4.046047,5.014112,11.334665,17.990065,23.360424
2,213,1,22,22,71,2.2172585,3.9057279,3.973883,5.8540435,15.142318,25.306158,39.75419
2,215,1,22,22,73,2.7945256,4.407728,2.635184,6.4478498,14.819951,25.638536,42.55768
2,216,1,22,22,74,2.6991422,4.444675,2.4737124,6.5918717,14.543375,24.195595,40.108425
2,220,1,22,22,78,3.384791,5.626347,9.047218,18.449581,27.995682,67.11087,70.526855
2,223,1,22,22,81,6.3220983,9.531715,20.253866,30.129644,62.531284,85.349396,67.221375
2,240,1,22,22,92,5.5843816,10.355076,13.155934,19.461092,31.329546,59.232944,58.0207
2,250,1,22,22,99,4.5744104,3.6317124,5.362607,12.589834,13.244248,22.79479,45.650116
2,259,1,22,22,105,4.5914154,4.578757,4.8459835,7.963607,12.439515,19.22333,31.156376
2,290,1,22,22,124,4.3084893,1.0411776,3.4004781,3.8833177,7.2421184,16.154778,18.807901
2,291,1,22,22,125,3.581193,3.9848697,3.2504737,5.8200035,13.38905,20.08996,23.657146
2,292,1,22,22,126,4.327725,1.5136945,5.2155333,7.9071727,14.698856,18.930683,23.9814
2,300,1,22,22,133,4.6650443,6.0866256,12.366131,19.849169,31.317722,63.384354,61.031647
2,321,1,22,22,147,4.675378,5.872323,13.445567,20.225208,30.446095,58.429886,58.901478
2,345,1,22,22,156,7.107192,14.508998,23.387484,33.675423,57.285362,70.1499,56.173565
2,363,1,22,22,165,6.7595177,13.442092,21.429457,35.52427,65.09724,78.36864,67.17721
2,379,1,22,22,173,6.4842014,11.785267,23.456886,33.95915,54.91428,66.85987,55.025337
2,416,1,22,22,194,8.542651,14.143865,24.267427,32.433422,59.89145,77.29748,55.583534
2,422,1,22,22,197,6.528126,11.445531,20.564734,28.539606,51.316566,65.14261,52.429596
2,452,1,22,22,213,6.088602,11.7022085,20.471064,28.156107,54.806114,69.04309,55.11941
2,473,1,22,22,223,5.3986697,11.630271,20.638874,26.908566,49.95685,63.501526,51.93484
2,486,1,22,22,230,7.9952126,13.680046,14.920654,14.72291,23.763962,54.437782,54.165493
2,496,1,22,22,235,6.107413,8.818646,16.80051,20.827894,23.36149,50.10726,52.766148
2,500,1,22,22,240,6.594272,8.352094,11.769284,16.694248,20.447151,43.924187,53.53677
2,549,1,22,22,265,6.5567007,7.8388357,8.807037,15.073889,18.172024,24.851044,47.403435
2,554,1,22,22,268,7.6965065,9.462265,11.970063,19.670853,25.295536,54.86877,54.586594
2,556,1,22,22,269,7.286384,8.618107,11.793819,21.675734,25.662516,51.491642,53.355362
2,567,1,22,22,274,6.9010057,6.4322124,8.834716,15.469317,17.458796,24.379313,47.643093
2,578,1,22,22,278,8.540661,5.653084,12.037471,20.530638,25.54719,55.020363,55.73775
2,580,1,22,22,281,8.59524,7.263898,13.626209,22.442307,27.496479,53.600815,55.485428
2,600,1,22,22,292,7.388448,7.8012257,14.808949,18.501894,26.3059,53.726604,51.548637
2,633,1,22,22,309,7.3440895,9.212651,16.392399,28.192966,55.255386,69.01615,55.721714
2,634,1,22,22,310,6.8833675,7.0982018,13.74276,21.374977,26.700474,53.648525,51.149876
2,635,1,22,22,311,7.186241,7.5715976,12.713851,20.138063,25.871168,54.981205,55.161644
2,638,1,22,22,313,8.193966,12.203077,19.638016,27.767994,55.947937,71.45909,55.141483
2,644,1,22,22,316,7.3347173,7.829492,11.029466,15.923127,24.51885,53.51434,52.904083
2,645,1,22,22,317,8.581462,11.768629,20.026846,27.821035,50.754303,63.382618,51.590168
2,650,1,22,22,319,8.233348,12.69107,19.134203,26.973034,54.889297,70.2692,53.77346
2,670,1,22,22,334,9.267753,12.251354,19.80576,28.126184,54.4949,68.23913,50.247276
2,686,1,22,22,344,9.374906,11.966132,19.553038,26.973034,54.889297,70.2692,53.77346
2,691,1,22,22,348,9.172227,9.210532,15.487441,20.171862,24.269768,53.941055,53.509937
2,715,1,22,22,363,9.257338,7.999401,14.101557,18.474882,23.018036,53.02887,52.309605
2,719,1,22,22,366,9.227969,12.5911045,21.510744,27.373743,50.300396,60.531845,47.062138
2,728,1,22,22,369,6.970589,8.449452,13.138919,18.12775,24.453972,49.299225,47.76084
2,774,1,22,22,392,7.696764,8.550024,13.218057,21.562838,27.309076,53.145844,53.54706
2,775,1,22,22,393,9.10535,12.729895,24.030842,29.64386,51.61731,63.105118,53.55391
2,783,1,22,22,396,8.589675,10.574368,16.620905,26.1917,55.3857,70.666,54.42821
2,802,1,22,22,405,6.9585443,7.000976,15.025338,20.061878,24.39143,51.17595,53.359715
2,806,1,22,22,408,6.6970086,6.5275426,12.702828,19.744595,25.23558,51.17595,53.359715
2,829,1,22,22,421,6.7830606,8.278179,11.008711,19.489338,26.494764,56.048122,56.466343
